manufacturer,part #,speed,type,modules,price / gb,color,cas latency,voltage,timing,ecc / registered,heat spreader,prices,rating,reviews
corsair,cmk16gx4m2a2666c16w,ddr4-2666,288-pin dimm,2 x 8gb,$4.562,white,16,1.2 v,16-18-18-35,non-ecc / unbuffered,yes,"$72.99,$77.98,$77.99","(24 Ratings, 4.6 Average)","The Vengeance LPX fits my color scheme of black and white, and it has plenty of capacity for my needs. I was originally intending to get the black and white TridentZ kit, but they were out of stock. I intend on eventually adding another 16GB kit if needed.,It worked. Overkill for my build, but it's white. Bought the dual pack because it would ship faster.,These sticks do exactly what you would expect them to do, work. They look great in my all white build too! ,Got it SUPER cheap compared to what memory prices are now so hard to complain about. I have not overclocked the memory at all but dont plan on it either.,Not the cheapest gigs per performance RAM on the market, but they're low profile for annoyingly large coolers, design and color choice makes it pretty good!,I think this ram has problems with the Asrock motherboard + AMD APU combo so beware. ,Increased VRAM to 2 GB and under clocked the ram to 2166 MHz so hopefully that helps the stability.,RAM is RAM. For a first timer, I don't have much else to say or anything else to compare with. The XMP profile was applied smoothly and I'm currently running with the RAM at 2666MHz.,2666,I used these sticks in my previous build and they are working as well as the day I put that one together.,Now that I had a theme to go along with, I had to spray paint them gunmetal gray. Admittedly I did not do a lot of research prior, but the Rust-Oleum Hammered-texture spray paint really did the trick, as far as I'm concerned. ,There haven't been any shorts, and while I don't have the wherewithal to test temperatures, the performance doesn't seem to have degraded at all.,It's RAM. It does what it needs to and is white. Was on sale, otherwise I would have gone for Corsair Dominators."
kingston,hx432c16pb3ak4/32,ddr4-3200,288-pin dimm,4 x 8gb,$7.000,black,16,1.35 v,,non-ecc / unbuffered,yes,"$223.99,$239.60","(2 Ratings, 5.0 Average)","Best looking RAM ever (for me),Great RAM, runs very fast and I love the RGB."
kingston,hx316c10fbk2/8,ddr3-1600,240-pin dimm,2 x 4gb,$5.624,black / silver,10,1.5 v,,non-ecc / unbuffered,yes,"$44.99,$44.99,$55.60","(51 Ratings, 4.7 Average)","Great RAM for a clean build. Looks neat on a black motherboard. ,I guess this does exactly what it says on the tin! It fit's in well with my mainly black theme and does the job well.,Works as advertised. You really can't write an elaborate judgment on RAM. It either works or it doesn't. Perfect budget RAM alongside Crucial sticks.,S E X Y!
Works out of the box. Did I say sexy?,Sleek, fast, it's RAM,Rating is based solely on looks which was my primary motivation when purchasing this RAM.,The cool thing about DDR3 RAM is that because newer motherboards only take DDR4 and above, it's way easier to find a good RAM card for a decent price. 8 GB isn't a lot for today's gaming PCs but these cards really hold up well to the test of time.,Its good RAM, and the HyperX's all in a row look neat.,Looks and performs great. The heat sinks are awesome and so far the RAM has been reliable.,What could I say? RAM is RAM. It gets the job done."
g.skill,f3-2400c11d-16gxm,ddr3-2400,240-pin dimm,2 x 8gb,$9.023,black / blue,11,1.65 v,,non-ecc / unbuffered,yes,$144.36,"(12 Ratings, 4.9 Average)","Handles well, I am sure I will buy another 16 GB of the same.,The RAM is a lot prettier in person than in the photos, and it handles what I throw towards it fairly well.,Nice fast ram.  Looks good with blue and white color scheme."
team,tlzrd416g2666hc18hdc01,ddr4-2666,288-pin dimm,2 x 8gb,$3.624,red,18,1.2 v,18-18-18-43,non-ecc / unbuffered,yes,"$57.99,$66.98",(0 Ratings),
corsair,cmk16gx4m2d3200c16,ddr4-3200,288-pin dimm,2 x 8gb,$5.624,black,16,1.35 v,16-19-19-36,non-ecc / unbuffered,yes,"$89.99,$99.98",(0 Ratings),
corsair,cmk32gx4m4z3200c16,ddr4-3200,288-pin dimm,4 x 8gb,$5.000,black / yellow,16,1.35 v,16-18-18-36,non-ecc / unbuffered,yes,"$159.99,$159.99,$174.99","(1 Rating, 5.0 Average)","quick ram, nice design and they keep pretty cool"
corsair,cmy32gx3m4a1600c9r,ddr3-1600,240-pin dimm,4 x 8gb,$4.178,black / red,9,1.5 v,9-9-9-24,non-ecc / unbuffered,yes,"$133.71,$139.99,$139.99","(3 Ratings, 5.0 Average)",
g.skill,f3-12800cl10s-8gbxl,ddr3-1600,240-pin dimm,1 x 8gb,$4.624,black / red,10,1.5 v,,non-ecc / unbuffered,yes,$36.99,"(19 Ratings, 4.4 Average)","It's ram. I'll get more. Done.,Pretty standard RAM from 2012.,Meant to buy 2x4, but the accidental buy could turn this into a 32GB editing beast once the GPU is outdated!,Great in every way, only the heat sinks are a bit large.,Complete garbage. All it did was crash my computer along with my hopes and dreams.,Great in every way, only the heat sinks are a bit large.,only 1stick for expansion space"
corsair,cmw16gx4m2c3200c16-tuf,ddr4-3200,288-pin dimm,2 x 8gb,$6.249,black,16,1.35 v,16-18-18-36,non-ecc / unbuffered,yes,"$99.99,$99.99,$99.99",(0 Ratings),
micron,mt16ktf1g64az-1g6e1,ddr3-1600,240-pin dimm,1 x 8gb,$3.249,green,11,1.35 v,,non-ecc / unbuffered,no,$25.99,"(1 Rating, 5.0 Average)",The RAM is Kllisre brand actually at the same frequency. I bought it ~$27 brand new from Aliexpress. I previously had RAM sticks from that website and worked just fine.
corsair,cmk32gx4m2b3000c15w,ddr4-3000,288-pin dimm,2 x 16gb,$4.531,white,15,1.35 v,15-17-17-35,non-ecc / unbuffered,yes,"$142.99,$144.99,$144.99","(5 Ratings, 4.8 Average)","I can't fault this RAM, really - I'd need a reason to give anything other than 5 stars, but I can't think of one. It's good value, lacking in LEDs but that's what I wanted and is as advertised, and the RAM can be OC'd up to 3000MHz. I'm really pleased that I went with the 32GB bundle, too, I don't think I'll be worrying about upgrading my RAM anytime soon.,Place of purchase - ,XMP loaded no problem. OC'd the kit to 3200Mhz with no issue. Corsair tends to be a little pricier than other vendors, but 10 years with no issue, I don't see why I'd break the streak (2nd FX build notwithstanding).,Pretty good. Fast, overclocks pretty well (I'm no expert on that, but it seems stable at 3200). Really wanted this kit for the speed and for the colour. Goes really well with the scheme I was going for with this build."
corsair,cmk16gx4m2b3600c18,ddr4-3600,288-pin dimm,2 x 8gb,$6.249,black / yellow,18,1.35 v,18-19-19-39,non-ecc / unbuffered,yes,"$99.99,$109.99,$115.99",(0 Ratings),
g.skill,f4-4000c19d-32gtrg,ddr4-4000,288-pin dimm,2 x 16gb,$10.875,gold,19,1.35 v,19-19-19-39,non-ecc / unbuffered,yes,$347.99,(0 Ratings),
corsair,cmy16gx3m2a1600c9r,ddr3-1600,240-pin dimm,2 x 8gb,$3.832,black / red,9,1.5 v,9-9-9-24,non-ecc / unbuffered,yes,"$61.31,$69.99,$69.99","(25 Ratings, 4.9 Average)","Runs great. No issues so far.,Does the job,It's RAM!  It's a lovely red!  It's a nice balance between cost/performance.,Beautiful and effective"
g.skill,f4-2400c15s-8gvr,ddr4-2400,288-pin dimm,1 x 8gb,$4.122,red,15,1.2 v,,non-ecc / unbuffered,yes,"$32.98,$40.50","(10 Ratings, 5.0 Average)","I cheaped out with this, in a way. Yeah, it’s only 8gb (and -2400), but I want to save up a little bit more again and drop a second one of those bad boys in there. Also...  Sale. 
Despite that, it is holding up like a champ for now, while I find him a friend,Cheap and has a heat spreader, no issues.,I had to go into BIOS to clock this to 2400 as it defaulted to 2133 MHz for some reason, but other than that it's been fine.  I intend on getting another stick eventually.,Got this on sale for 2000 Php (40 USD), as the original price is 3100 Php (62 USD). Oh man, Philippine PC market is so volatile that some products are so overpriced and then suddenly sold at the lower values near Christmas.,Nothing bad to say about this ram at least in my experience with it.,Great stick of ram, no problems so far.,It's ram! And it's red! ,It's fast and cheap. Need I say more?,A match made in heaven for this build. Not too cheap, not too expensive. G.Skill never disappoints.,I put two of these in my pc, best deal on ram I could find and my computer never slows down despite how many programs I have running."
team,tlgd432g3000hc16cdc01,ddr4-3000,288-pin dimm,2 x 16gb,,black / gray,16,1.35 v,16-18-18-38,non-ecc / unbuffered,yes,,"(1 Rating, 5.0 Average)",Works at the advertised speeds no problem.
g.skill,f4-3200c14d-32gtzsw,ddr4-3200,288-pin dimm,2 x 16gb,$7.093,silver / white,14,1.35 v,14-14-14-34,non-ecc / unbuffered,yes,$226.99,"(2 Ratings, 4.5 Average)","I run this memory with a ASRock Taichi and AMD 1800x. After a BIOS flash the memory runs at a solid 3200mhz. ,A few months ago I had a problem with windows freezing at startup, just when you reach the desktop screen. I needed to clean re-install the OS 3/4 times before everything came back to normal. I ran a RAM check and followed some tips around the web and but didn't manage to have an answer on what was causing the issue. 
In any case, 32gb is a bit overkill today but I think it'll come very handy in the future."
crucial,bls8g4d32aesck,ddr4-3200,288-pin dimm,1 x 8gb,$4.744,silver / black,16,1.35 v,,non-ecc / unbuffered,yes,"$37.95,$88.09",(0 Ratings),
corsair,cmk32gx4m2d3200c16,ddr4-3200,288-pin dimm,2 x 16gb,$5.000,black / yellow,16,1.35 v,16-19-19-36,non-ecc / unbuffered,yes,"$159.99,$289.00","(1 Rating, 5.0 Average)","Usual reliable RAM from Corsair. No silly RGB business on it (I was briefly tempted) and a good price.
Nothing too exciting but moving from the DDR3 1600 I had before I'm sure there's a large improvement."
team,tf2d416g4000hc18edc01,ddr4-4000,288-pin dimm,2 x 8gb,$8.124,white,18,1.35 v,18-20-20-44,non-ecc / unbuffered,yes,"$129.99,$138.94",(0 Ratings),
corsair,cmk64gx4m4d3000c16,ddr4-3000,288-pin dimm,4 x 16gb,$4.219,black,16,1.35 v,16-20-20-38,non-ecc / unbuffered,yes,"$269.99,$289.99,$371.29",(0 Ratings),
g.skill,f4-3200c16q-64gtrs,ddr4-3200,288-pin dimm,4 x 16gb,$7.797,silver,16,1.35 v,16-18-18-38,non-ecc / unbuffered,yes,$499.00,"(1 Rating, 5.0 Average)",Looks amazing with its crystal look. Price has dropped a lot so awesome! 64 GBs is amazing for editing.
team,tlzgd432g3000hc16cdc01,ddr4-3000,288-pin dimm,2 x 16gb,,silver / black,16,1.35 v,16-18-18-38,non-ecc / unbuffered,yes,,(0 Ratings),
pny,md16gk2d4320016axr,ddr4-3200,288-pin dimm,2 x 8gb,$5.312,black / red,16,1.35 v,,non-ecc / unbuffered,yes,"$84.99,$84.99",(0 Ratings),
team,tf3d48g2666hc15b01,ddr4-2666,288-pin dimm,1 x 8gb,$5.870,black,15,1.2 v,15-17-17-35,non-ecc / unbuffered,yes,$46.96,(0 Ratings),
corsair,cmk128gx4m8x3200c16,ddr4-3200,288-pin dimm,8 x 16gb,$4.805,black / yellow,16,1.35 v,16-18-18-36,non-ecc / unbuffered,yes,"$614.99,$614.99,$699.99",(0 Ratings),
corsair,cmp16gx3m2a160010,ddr3-1600,240-pin dimm,2 x 8gb,,,10,1.5 v,,non-ecc / unbuffered,yes,,(0 Ratings),
oloy,md4u163618beda,ddr4-3600,288-pin dimm,2 x 16gb,,black / white,18,1.35 v,18-22-22-42,non-ecc / unbuffered,yes,,(0 Ratings),
kingston,hx432c18fbk2/32,ddr4-3200,288-pin dimm,2 x 16gb,$5.844,black / white,18,1.2 v,,non-ecc / unbuffered,yes,$187.00,(0 Ratings),
oloy,md4u163618bcda,ddr4-3600,288-pin dimm,2 x 16gb,,red / white,18,1.35 v,18-22-22-42,non-ecc / unbuffered,yes,,(0 Ratings),
g.skill,f4-2666c19d-16gvr,ddr4-2666,288-pin dimm,2 x 8gb,$3.874,red / black,19,1.2 v,19-19-19-43,non-ecc / unbuffered,yes,"$61.99,$69.56",(0 Ratings),
g.skill,f4-3600c14d-16gtznb,ddr4-3600,288-pin dimm,2 x 8gb,,black / silver,14,1.45 v,14-15-15-35,non-ecc / unbuffered,yes,,(0 Ratings),
team,tdzgd416g3200hc16cdc01,ddr4-3200,288-pin dimm,2 x 8gb,$4.374,silver / black,16,1.35 v,16-18-18-38,non-ecc / unbuffered,yes,"$69.99,$75.98",(0 Ratings),
g.skill,f4-3000c16d-32gtrs,ddr4-3000,288-pin dimm,2 x 16gb,$6.249,silver,16,1.35 v,16-18-18-38,non-ecc / unbuffered,yes,"$164.99,$199.98","(1 Rating, 5.0 Average)",Fast beautiful ram!
crucial,bls8g4d240fsbk,ddr4-2400,288-pin dimm,1 x 8gb,$4.374,gray,16,1.2 v,,non-ecc / unbuffered,yes,"$34.99,$34.99,$34.99,$52.60","(1 Rating, 5.0 Average)","This was a gift, so it'll be easier to give it a good review. It's pretty quick, and installed in a flash, bringing my RAM amount from 4 gigs up to 12. Same speed as the other, so that's nice. The games I play now (specifically ROMs on Retroarch, lol) have a decent performance boost, so I'm pretty pleased in the product for sure."
kingston,hx426c16fb2k2/16,ddr4-2666,288-pin dimm,2 x 8gb,,black / white,16,1.2 v,,non-ecc / unbuffered,yes,,"(6 Ratings, 4.8 Average)","It does the job, I've nothing to add on this particular piece :P,This is a case of run what you've got. Mismatched memory is not ideal, I'll eventually step up to Gskill Trident, but no complaints so far.,What can I say? Simple, plug n' play and works! Simple as that.,Great ram, the heat spreaders look great and it was all I needed. it fits the build nicely.,It just works flawlessly. What more can you ask for?,Solid choice. Ran at its rated speed without issues. I wish I bought more of it because DDR4 prices are really crazy right now."
g.skill,f4-2400c15d-16gnt,ddr4-2400,288-pin dimm,2 x 8gb,$8.062,black,15,1.2 v,,non-ecc / unbuffered,no,"$57.99,$129.00","(3 Ratings, 4.7 Average)","Wanted some black and cheap ram, this was fine! The only regret I have is for not going with 16gb sticks for future upgrading to 64 gb for my work. But for now it gets the job done!,Works great for my needs. Had to enable Xmp to get it running at 2400MHz.,cumprem o prometido nao tem muita estetica mas tem um otimo desempenho"
kingston,kvr16n11s6/2,ddr3-1600,240-pin dimm,1 x 2gb,$6.495,black / green,11,1.5 v,,non-ecc / unbuffered,no,"$12.99,$18.98,$27.60","(2 Ratings, 4.5 Average)","Extra budget price RAM from an old build.,I dont know if it's just my motherboard or CPU but this ram gets locked at 1333 Hz"
corsair,cmk8gx4m2d2400c14,ddr4-2400,288-pin dimm,2 x 4gb,$5.504,black / yellow,14,1.2 v,14-16-16-31,non-ecc / unbuffered,yes,$44.03,"(1 Rating, 5.0 Average)","RAM is RAM, but I would implore anyone to shop around for a well-known brand such as Corsair because the chances are it's cheaper on websites which aren't listed on the part picker. I got these of Ebay new with free delivery for nearly £15 cheaper than the next price option."
corsair,cmw64gx4m4c3000c15,ddr4-3000,288-pin dimm,4 x 16gb,$4.687,black,15,1.35 v,15-17-17-35,non-ecc / unbuffered,yes,"$299.99,$299.99,$324.99",(0 Ratings),
team,tpd416gm2400hc16dc01,ddr4-2400,288-pin dimm,2 x 8gb,,black / gold,16,1.2 v,,non-ecc / unbuffered,yes,,"(5 Ratings, 5.0 Average)","Good looking ram, runs fast. Does the job.,It's RAM. It's red, fast, and SHINY! It looks good with my color scheme.,Great ram, it's nice and red and well ram.,The ram works, with 0 issues, and it was cheaper than all the rest of the rams.  What else can you say?,It may be a bottleneck in the future, however as of now it hasn't gone above 30% usage, keeping at 2-3GB usage when idle."
corsair,cmw32gx4m4c3000c15w,ddr4-3000,288-pin dimm,4 x 8gb,$5.659,white,15,1.35 v,15-17-17-35,non-ecc / unbuffered,yes,"$181.10,$184.99",(0 Ratings),
team,tf7d416g3200hc14adc01,ddr4-3200,288-pin dimm,2 x 8gb,,gold,14,1.35 v,14-14-14-31,non-ecc / unbuffered,yes,,"(2 Ratings, 5.0 Average)","This has been very solid with no issues so far. The design on it is awesome and unique.,I can't seem to get them to run at 3200 so just running stock. This is due primarily to lack of knowledge and experience. The RGB looks fantastic some of the best looking memory. Lights up from all sides."
team,tlgd48g2400hc14dc01,ddr4-2400,288-pin dimm,2 x 4gb,,black / gray,14,1.2 v,14-16-16-31,non-ecc / unbuffered,yes,,"(2 Ratings, 4.5 Average)","Not much to say about it at the moment, but this kit is more affordable than similar ones and , compatible with Ryzen out of the box (I've heard some kits aren't). ,Got this kit for a very good price using Jet. Wish I had bought 4 sticks right away as now I can't find a kit for less than $95. Runs at advertised speed with no issues. "
g.skill,f4-2400c15d-8gnt,ddr4-2400,288-pin dimm,2 x 4gb,,black,15,1.2 v,,non-ecc / unbuffered,no,,"(2 Ratings, 4.5 Average)","Nice looking memory  that works. Not much else to say,Its ram I mean what can I say other than it works"
team,tdzgd416g2666hc15bdc01,ddr4-2666,288-pin dimm,2 x 8gb,,silver / black,15,1.2 v,15-17-17-35,non-ecc / unbuffered,yes,,(0 Ratings),
g.skill,f3-10600cl9s-8gbnt,ddr3-1333,240-pin dimm,1 x 8gb,,black,9,1.5 v,,non-ecc / unbuffered,no,,"(2 Ratings, 5.0 Average)","I got it for pretty cheap. It's only one stick, so no dual channel, and there's no cool heat spreader. But hey, it does the job.,Unbeatable for <$40, but that might just be me raging at the fact that 8GB sticks costed over $70 just over a year ago."
mushkin,mra4u280hhhh16gx2,ddr4-2800,288-pin dimm,2 x 16gb,$4.098,red,17,1.25 v,17-17-17-38,non-ecc / unbuffered,yes,$131.15,(0 Ratings),
corsair,cml4gx3m1c1600c9,ddr3-1600,240-pin dimm,1 x 4gb,,black / yellow,11,1.35 v,11-11-11-28,non-ecc / unbuffered,yes,,(0 Ratings),
kingston,hx430c15fb3a/8,ddr4-3000,288-pin dimm,1 x 8gb,$5.999,black,15,1.35 v,,non-ecc / unbuffered,yes,$47.99,(0 Ratings),
kingston,hx432c16fb3k4/64,ddr4-3200,288-pin dimm,4 x 16gb,$5.219,black,16,1.35 v,,non-ecc / unbuffered,yes,"$333.99,$333.99,$360.61",(0 Ratings),
team,ted34096m1333hc9,ddr3-1333,240-pin dimm,1 x 4gb,,,9,1.5 v,,non-ecc / unbuffered,yes,,"(1 Rating, 5.0 Average)",
supermicro,mem-dr416l-cv02-eu26,ddr4-2666,288-pin dimm,1 x 16gb,$4.749,green / black,19,1.2 v,,ecc / unbuffered,no,$75.99,(0 Ratings),
corsair,cmw32gx4m4c3200c14,ddr4-3200,288-pin dimm,4 x 8gb,$12.500,black,14,1.35 v,14-14-14-34,non-ecc / unbuffered,yes,"$399.99,$439.99,$453.85","(1 Rating, 5.0 Average)",Zoom :)  @3466MHz
corsair,cmw32gx4m4z4000c18,ddr4-4000,288-pin dimm,4 x 8gb,$17.187,black,18,1.35 v,18-22-22-42,non-ecc / unbuffered,yes,"$549.99,$549.99",(0 Ratings),
team,tlzgd416g2666hc18hdc01,ddr4-2666,288-pin dimm,2 x 8gb,$4.186,black,18,1.2 v,18-18-18-43,non-ecc / unbuffered,yes,$66.98,(0 Ratings),
corsair,cml32gx3m4a1600c10b,ddr3-1600,240-pin dimm,4 x 8gb,,black / blue,9,1.5 v,9-9-9-24,non-ecc / unbuffered,yes,,"(2 Ratings, 4.0 Average)",
kingston,hx424c15fb3ak2/16,ddr4-2400,288-pin dimm,2 x 8gb,$5.312,black,15,1.2 v,,non-ecc / unbuffered,yes,"$84.99,$84.99,$103.60",(0 Ratings),
team,tdzgd48g3000hc16c01,ddr4-3000,288-pin dimm,1 x 8gb,,silver,16,1.35 v,16-18-18-38,non-ecc / unbuffered,yes,,(0 Ratings),
patriot,psd48g240081,ddr4-2400,288-pin dimm,1 x 8gb,$4.249,green / black,17,1.2 v,17-17-17-39,non-ecc / unbuffered,no,$33.99,(0 Ratings),
g.skill,f4-2400c15s-16gis,ddr4-2400,288-pin dimm,1 x 16gb,$3.499,black / red,15,1.2 v,,non-ecc / unbuffered,yes,"$55.99,$65.42","(2 Ratings, 4.5 Average)","Works perfectly.,The first stick I bought for ~$160 a while back was defective and caused my system to crash, though memtesters revealed nothing. Reached out to G.Skill and they accepted my case to replace (I think they're under lifetime warranty), but it cost me an additional $30 in shipping. I haven't had an issue with the second stick, now."
kingston,ksm26ed8/16me,ddr4-2666,288-pin dimm,1 x 16gb,,green,19,1.2 v,,ecc / unbuffered,no,,(0 Ratings),
g.skill,f4-3200c16d-16gtzsk,ddr4-3200,288-pin dimm,2 x 8gb,$12.250,silver / black,16,1.35 v,16-18-18-38,non-ecc / unbuffered,yes,$196.00,"(1 Rating, 5.0 Average)","Double the RAM, double the speed of my last kit. Hopefully I don't end up needing to go up to 32GB if I start working with larger Blender projects. Right now my highest is about 7-8GB usage worst case. They look good, but they will be mostly covered by the CPU cooler anyways. Was planning on doing Vengeance RGB but realized I would just end up turning the lights off after 10 mins. That and the cooler hides the modules mostly. ,One week in: Zero problems at 3200MHz. Plenty of clearance. Peaking at 8GB RAM used max."
patriot,pv316g160c9k,ddr3-1600,240-pin dimm,2 x 8gb,$4.124,black / silver,9,1.5 v,,non-ecc / unbuffered,yes,"$65.98,$65.99","(4 Ratings, 5.0 Average)",Really good 16GB module for 80$!!
kingston,hx316c10fwk2/8,ddr3-1600,240-pin dimm,2 x 4gb,$5.624,white / silver,10,1.5 v,,non-ecc / unbuffered,yes,"$44.99,$44.99","(19 Ratings, 4.9 Average)","Wicked looking sticks,Only going to review one set with words, they look good and do the job. Bonus points for being able to colour match the DIMM slots on my motherboard with the RAM from Kingston.,Works great, even with two sticks (same model, part number) I bought a year earlier.,It's 8 GB of RAM - cheap."
g.skill,f4-3000c16d-32gsxfb,ddr4-3000,288-pin dimm,2 x 16gb,$3.906,black / camo,16,1.35 v,16-18-18-38,non-ecc / unbuffered,yes,"$124.99,$143.62",(0 Ratings),
team,tlred416g3000hc16cdc01,ddr4-3000,288-pin dimm,2 x 8gb,,black / red,16,1.35 v,16-18-18-38,non-ecc / unbuffered,yes,,"(12 Ratings, 4.8 Average)","No compatibility issues with my build. I was able to get max speeds needed, but I did not bother trying to overclock or anything fancy. A good affordable option.,Enabled XMP and it went right to 3000 with no stability problems.,Easy to overclock at @3200MHz,16 gigs of good ram. Fairly cheap price, but works perfectly. I had to mess around with the BIOS to get it working at 3000mHz, but I've had no issues since,Great RAM! Have both sticks running at 3000MHz pretty easily, and they look great as well.,I got this ram 40% off. I could'nt resist the price. So far its perfect and pretty fast,works very good and its very fast ram,No problems, great ram.,Used in a Ryzen build, and only clocked to 2400mhz, bumped it up to 3000 in the UEFI. Works fine after that."
crucial,ble8g4d36beeak,ddr4-3600,288-pin dimm,1 x 8gb,$8.873,black,16,1.35 v,,non-ecc / unbuffered,yes,"$70.98,$70.99,$89.00,$89.00",(0 Ratings),
samsung,m391a2k43bb1-crc,ddr4-2666,288-pin dimm,1 x 16gb,$6.187,green,19,1.2 v,,ecc / unbuffered,no,$98.99,(0 Ratings),
crucial,bls4k4g4d240fsb,ddr4-2400,288-pin dimm,4 x 4gb,$4.811,silver,16,1.2 v,,non-ecc / unbuffered,yes,"$76.95,$76.98","(2 Ratings, 5.0 Average)","It's memory! It does memory things! These modules aren't RGB like their superior brothers, the Trident Z, but they do what they're supposed to do. And don't empty your wallet simply because of lights.,I have nothing to say about this Ram, does it's job really well with no issues."
samsung,m393b2g70db0-cma,ddr3-1866,240-pin dimm,1 x 16gb,$1.982,black / green,13,1.5 v,,ecc / registered,no,$31.72,(0 Ratings),
sk hynix,hmt351u7bfr8a-h9,ddr3-1333,240-pin dimm,1 x 4gb,,blue / black,9,1.35 v,,non-ecc / unbuffered,no,,(0 Ratings),
corsair,cmt32gx4m4z3200c16,ddr4-3200,288-pin dimm,4 x 8gb,$7.187,black,16,1.35 v,16-18-18-36,non-ecc / unbuffered,yes,"$229.99,$229.99,$259.99","(1 Rating, 5.0 Average)",
g.skill,f4-3200c16d-16gsxkb,ddr4-3200,288-pin dimm,2 x 8gb,$4.374,black / camo,16,1.35 v,16-18-18-38,non-ecc / unbuffered,yes,$69.99,(0 Ratings),
g.skill,f4-3200c14d-32gtrs,ddr4-3200,288-pin dimm,2 x 16gb,$8.906,silver,14,1.35 v,14-14-14-34,non-ecc / unbuffered,yes,"$284.99,$341.81",(0 Ratings),
team,tf1d416g3000hc16cdc01,ddr4-3000,288-pin dimm,2 x 8gb,$4.999,black,16,1.35 v,16-18-18-38,non-ecc / unbuffered,yes,"$79.99,$87.18","(1 Rating, 5.0 Average)","A little bummed I wasn’t able to pick up the 3200 speed modules due to Newegg being out of stock but these are work just fine in the mean time.  There’s a reason they sell out so fast, very well put together.  Definitely gives the Trident Z a run for its money."
g.skill,f4-2400c15d-8gis,ddr4-2400,288-pin dimm,2 x 4gb,,black / red,15,1.2 v,,non-ecc / unbuffered,yes,,"(3 Ratings, 4.7 Average)","This RAM served me well for when I started out. I would highly recommend this RAM for an up and coming builder as it not only is more affordable than other solutions, yet it is very reliable and I never came across any issues with it.,It's some of the cheapest RAM you can find, but it is working just fine.  It also matches my black mobo nicely.,Cheap, reliable RAM. Nothing fancy about it. I found the stickers rather amusing, if a bit tacky."
corsair,cmk32gx4m4a2400c14,ddr4-2400,288-pin dimm,4 x 8gb,$4.375,black,15,1.2 v,15-15-15-36,non-ecc / unbuffered,yes,"$139.99,$139.99,$154.99","(5 Ratings, 4.8 Average)","These have some great performance and lower CAS latency than the 2666 speed version, which is why I went with this one.,I have no idea why I got 32GBs but I did,People often say memory is memory. And while I can't vouch that this memory is any better than others, I can say it works like it should- like memory. Runs smooth in XMP as well. ,Boots without XMP.,RAM is RAM. Looks good and hasn't burst into flames. 10/10."
g.skill,f3-12800cl9d-4gbxl,ddr3-1600,240-pin dimm,2 x 2gb,$6.980,black / red,9,1.5 v,,non-ecc / unbuffered,yes,$27.92,"(23 Ratings, 4.7 Average)","great ram, low latency. heat spreader are too tall for my coolers, except Hyper T2"
corsair,cml16gx3m2a1600c10,ddr3-1600,240-pin dimm,2 x 8gb,$4.061,black / yellow,10,1.5 v,10-10-10-27,non-ecc / unbuffered,yes,"$64.98,$64.99,$69.99","(25 Ratings, 4.8 Average)","Typical, dependable, and reliable RAM from Corsair. Not loud and flashy, and no massive heatsinks so they fit under the cooler.,Has done me well, lasted near enough 5 years now and hasn't even flinched or had any hiccups. Very attractive and never any issues.,No-brainer go-to memory sticks since my first build. In fact I reused 2 from that build in this one. They just work correctly.,No issues, works great"
g.skill,f4-2400c15d-16gft,ddr4-2400,288-pin dimm,2 x 8gb,$3.749,black / red,15,1.2 v,15-15-15-39,non-ecc / unbuffered,yes,"$59.99,$83.29","(1 Rating, 4.0 Average)","its ram. it works, only reason it got 4/5 stars is because of the stickers. and thats a personal problem."
corsair,cmk32gx4m4c3000c15,ddr4-3000,288-pin dimm,4 x 8gb,$4.625,black / yellow,15,1.35 v,15-17-17-35,non-ecc / unbuffered,yes,"$147.99,$168.42,$169.99",(0 Ratings),
team,tlzrd432g3200hc16cdc01,ddr4-3200,288-pin dimm,2 x 16gb,$4.000,red,16,1.35 v,16-18-18-38,non-ecc / unbuffered,yes,"$127.99,$135.99",(0 Ratings),
g.skill,f4-3600c16d-16gtzr,ddr4-3600,288-pin dimm,2 x 8gb,,black,16,1.35 v,16-16-16-36,non-ecc / unbuffered,yes,,"(5 Ratings, 4.6 Average)","One of the best memory kits for modern Intel platform. ,It's RAM. With RGB. And it's fast as heck. What's not to love?,works great and looks as I expected, zero issues.,While the LED might not be for everyone I really like the look of these DIMMs.  The LEDs also come at a premium and this memory is a lot more expensive than the same non-LED version.  The LEDs are very bright and work seamlessly with the motherboard and the Aura software.  I can run the memory at the advertised speed.,Dont recommend with with my setup, the xmp did not work, So if you dont want to put the frequency and timings in yourself for a setup similar to mine i cant recommend it."
g.skill,f4-3600c18q-64gtrs,ddr4-3600,288-pin dimm,4 x 16gb,$5.906,silver,18,1.35 v,18-22-22-42,non-ecc / unbuffered,yes,$377.99,(0 Ratings),
geil,gals416gb3200c16adc,ddr4-3200,288-pin dimm,2 x 8gb,,black,16,1.35 v,16-18-18-36,non-ecc / unbuffered,yes,,(0 Ratings),
g.skill,f4-3600c16d-16gvk,ddr4-3600,288-pin dimm,2 x 8gb,$8.062,black,16,1.35 v,,non-ecc / unbuffered,yes,"$128.99,$146.74",(0 Ratings),
corsair,cmv32gx4m1a2400c16,ddr4-2400,288-pin dimm,1 x 32gb,$4.218,black,16,1.2 v,16-16-16-39,non-ecc / unbuffered,no,"$134.99,$169.99,$194.38",(0 Ratings),
