manufacturer,model,part #,core count,core clock,boost clock,tdp,series,microarchitecture,core family,socket,integrated graphics,maximum supported memory,ecc support,packaging,includes cpu cooler,l1 cache,l2 cache,l3 cache,lithography,simultaneous multithreading,prices,rating,reviews
intel,,bxc80671i76850k,6,3.6 ghz,3.8 ghz,140 w,intel core i7,broadwell,broadwell-e,lga2011-3,none,,no,boxed,no,6 x 32 kb instruction 6 x 32 kb data,6 x 256 kb,1 x 15 mb,14 nm,yes: hyper-threading,,(0 Ratings),
intel,core i7-940,at80601000921aa,4,2.93 ghz,,130 w,intel core i7,nehalem,bloomfield,lga1366,none,,no,oem/tray,no,4 x 32 kb instruction 4 x 32 kb data,4 x 256 kb,1 x 8 mb,45 nm,yes: hyper-threading,,(0 Ratings),
intel,core i5-750s,bv80605003213ah,4,2.4 ghz,,82 w,intel core i5,nehalem,lynnfield,lga1156,none,,no,oem/tray,no,4 x 32 kb instruction 4 x 32 kb data,4 x 256 kb,1 x 8 mb,45 nm,no,,(0 Ratings),
amd,phenom ii x6 1065t,hdt65twfrbox,6,2.7 ghz,,95 w,amd phenom ii x6,k10,thuban,am3,none,,no,boxed,yes,6 x 64 kb instruction 6 x 64 kb data,6 x 512 kb,1 x 6 mb,45 nm,no,,(0 Ratings),
intel,core 2 duo e6850,bx80557e6850,2,3 ghz,,65 w,intel core 2 duo,core,conroe,lga775,none,,no,boxed,yes,2 x 32 kb instruction 2 x 32 kb data,1 x 4 mb,none,65 nm,no,$205.57,(0 Ratings),
intel,core 2 duo e4400,hh80557pg0412m,2,2 ghz,,65 w,intel core 2 duo,core,conroe,lga775,none,,no,oem/tray,no,2 x 32 kb instruction 2 x 32 kb data,1 x 2 mb,none,65 nm,no,,(0 Ratings),
intel,celeron e3200,bx80571e3200,2,2.4 ghz,,65 w,intel celeron,core,wolfdale,lga775,none,,no,boxed,yes,2 x 32 kb instruction 2 x 32 kb data,1 x 1 mb,none,45 nm,no,,(0 Ratings),
amd,phenom ii x4 805,hdx805wfgibox,4,2.5 ghz,,95 w,amd phenom ii x4,k10,deneb,am3,none,,no,boxed,yes,4 x 64 kb instruction 4 x 64 kb data,4 x 512 kb,1 x 4 mb,45 nm,no,,(0 Ratings),
amd,phenom ii x2 550 black,hdz550wfgibox,2,3.1 ghz,,80 w,amd phenom ii x2,k10,callisto,am3,none,,no,boxed,yes,2 x 64 kb instruction 2 x 64 kb data,2 x 512 kb,1 x 6 mb,45 nm,no,,"(1 Rating, 5.0 Average)","Old, outdated architecture...,But wait! Its cheap and can be found everywhere used! If you're tight on a budget and want something you can OC cheap, and get a cheap motherboard too, these old Phenoms can do the trick.,Some of them can unlock to more cores too!"
intel,,cm8068403380116,6,3.5 ghz,4.5 ghz,80 w,intel xeon e,coffee lake,coffee lake,lga1151,intel hd graphics p630,64 gb,yes,oem/tray,no,6 x 32 kb instruction 6 x 32 kb data,6 x 256 kb,1 x 12 mb,14 nm,yes: hyper-threading,,(0 Ratings),
intel,core i3-4360,bx80646i34360,2,3.7 ghz,,54 w,intel core i3,haswell refresh,haswell refresh,lga1150,intel hd graphics 4600,,yes,boxed,yes,2 x 32 kb instruction 2 x 32 kb data,2 x 256 kb,1 x 4 mb,22 nm,yes: hyper-threading,,"(6 Ratings, 4.5 Average)","Solid i3. Keeps up pretty well, but does bottleneck an RX 470.,Any intel is Great! Worked perfectly, like it should.,Fantastic CPU. Runs very well as keeps up well with everything I do. To be honest however, I wish I would have bought an i5 ""K"" processor for just around $50 more. This one is great, and has very nice clock speeds but is only 2 cores, and having 4 (not hyper threaded) would really help. Also, it cannot be overclocked so overall I probably should have spent the little extra money and got the i5. This one is great, don't get me wrong but the i5 would have been better, and just convert it from ""good"" to ""great""."
intel,core 2 duo e7200,bx80571e7200,2,2.53 ghz,,65 w,intel core 2 duo,core,wolfdale,lga775,none,,no,boxed,yes,2 x 32 kb instruction 2 x 32 kb data,1 x 3 mb,none,45 nm,no,$80.98,(0 Ratings),
intel,core 2 duo e6420,bx80557e6420,2,2.13 ghz,,65 w,intel core 2 duo,core,conroe,lga775,none,,no,boxed,yes,2 x 32 kb instruction 2 x 32 kb data,1 x 4 mb,none,65 nm,no,$149.00,(0 Ratings),
intel,pentium e5300,at80571pg0642m,2,2.6 ghz,,65 w,intel pentium,core,wolfdale,lga775,none,,no,oem/tray,no,2 x 32 kb instruction 2 x 32 kb data,1 x 2 mb,none,45 nm,no,$79.40,(0 Ratings),
intel,pentium g630t,bx80623g630t,2,2.3 ghz,,35 w,intel pentium,sandy bridge,sandy bridge,lga1155,intel hd graphics,,no,boxed,yes,2 x 32 kb instruction 2 x 32 kb data,2 x 256 kb,1 x 3 mb,32 nm,no,$75.00,(0 Ratings),
amd,phenom ii x2 565 black,hdz565wfgmbox,2,3.4 ghz,,80 w,amd phenom ii x2,k10,callisto,am3,none,,no,boxed,yes,2 x 64 kb instruction 2 x 64 kb data,2 x 512 kb,1 x 6 mb,45 nm,no,,(0 Ratings),
intel,core 2 duo e8600,bx80570e8600,2,3.33 ghz,,65 w,intel core 2 duo,core,wolfdale,lga775,none,,no,boxed,yes,2 x 32 kb instruction 2 x 32 kb data,1 x 6 mb,none,45 nm,no,$185.37,(0 Ratings),
intel,xeon e3-1270 v3,cm8064601467101,4,3.5 ghz,3.9 ghz,80 w,intel xeon e3,haswell,haswell,lga1150,none,,yes,oem/tray,no,4 x 32 kb instruction 4 x 32 kb data,4 x 256 kb,1 x 8 mb,22 nm,yes: hyper-threading,,(0 Ratings),
intel,core i3-6100t,cm8066201927102,2,3.2 ghz,,35 w,intel core i3,skylake,skylake-s,lga1151,intel hd graphics 530,64 gb,yes,oem/tray,no,2 x 32 kb instruction 2 x 32 kb data,2 x 256 kb,1 x 3 mb,14 nm,yes: hyper-threading,,(0 Ratings),
amd,athlon ii x4 630,adx630wfgmbox,4,2.8 ghz,,95 w,amd athlon ii x4,k10,propus,am3,none,,no,boxed,yes,4 x 64 kb instruction 4 x 64 kb data,4 x 512 kb,none,45 nm,no,,(0 Ratings),
amd,athlon ii x2 370k,ad370kokhlbox,2,4.2 ghz,,65 w,amd athlon x2,piledriver,richland,fm2,none,,no,boxed,yes,1 x 64 kb instruction 2 x 16 kb data,1 x 1 mb,none,32 nm,no,,(0 Ratings),
amd,a10-7870k,ad787kxdi44jc,4,3.9 ghz,4.1 ghz,95 w,amd a10,steamroller,godavari,fm2+,radeon r7 (on-die),,no,oem/tray,no,2 x 96 kb instruction 4 x 16 kb data,2 x 2 mb,none,28 nm,no,,(0 Ratings),
intel,xeon e5-2630l v2,cm8063501376200,6,2.4 ghz,,60 w,intel xeon e5,ivy bridge,ivy bridge-ep,lga2011,none,,yes,oem/tray,no,6 x 32 kb instruction 6 x 32 kb data,6 x 256 kb,1 x 15 mb,22 nm,yes: hyper-threading,,(0 Ratings),
intel,xeon e3-1246 v3,bx80646e31246v3,4,3.5 ghz,3.9 ghz,84 w,intel xeon e3,haswell refresh,haswell refresh,lga1150,intel hd graphics p4600,,yes,boxed,yes,4 x 32 kb instruction 4 x 32 kb data,4 x 256 kb,1 x 8 mb,22 nm,yes: hyper-threading,,"(1 Rating, 5.0 Average)","Replace the i7-4771. same specs, for less."
amd,,ad9550agabbox,2,3.8 ghz,4 ghz,65 w,amd a6,excavator,bristol ridge,am4,radeon r5 (on die),,no,boxed,yes,1 x 96 kb instruction 2 x 32 kb data,1 x 1 mb,none,28 nm,no,,(0 Ratings),
amd,fx-8120,fd8120frw8kgu,8,3.1 ghz,,125 w,amd fx,bulldozer,zambezi,am3+,none,,no,oem/tray,no,8 x 16 kb instruction 4 x 64 kb data,8 x 1 mb,1 x 8 mb,32 nm,no,,(0 Ratings),
amd,fx-6350,fd6350frw6khk,6,3.9 ghz,,125 w,amd fx,piledriver,vishera,am3+,none,,no,oem/tray,no,3 x 64 kb instruction 6 x 16 kb data,3 x 2 mb,1 x 8 mb,32 nm,no,,(0 Ratings),
amd,fx-4320,fd4320wmw4mhk,4,4 ghz,4.2 ghz,95 w,amd fx,piledriver,vishera,am3+,none,,no,oem/tray,no,2 x 64 kb instruction 4 x 16 kb data,2 x 2 mb,1 x 4 mb,32 nm,no,,(0 Ratings),
amd,fx-4170,fd4170frw4kgu,4,4.2 ghz,,125 w,amd fx,bulldozer,zambezi,am3+,none,,no,oem/tray,no,2 x 64 kb instruction 4 x 16 kb data,2 x 2 mb,1 x 8 mb,32 nm,no,,(0 Ratings),
amd,phenom ii x4 955,hdx955fbk4dgi,4,3.2 ghz,,125 w,amd phenom ii x4,k10,deneb,am3,none,,no,oem/tray,no,4 x 64 kb instruction 4 x 64 kb data,4 x 512 kb,1 x 6 mb,45 nm,no,,(0 Ratings),
intel,,bxc80677i57640x,4,4 ghz,4.2 ghz,112 w,intel core i5,kaby lake,kaby lake-x,lga2066,none,64 gb,no,boxed,no,4 x 32 kb instruction 4 x 32 kb data,4 x 256 kb,1 x 6 mb,14 nm,no,,(0 Ratings),
amd,athlon ii x4 610e,ad610ehdgmbox,4,2.4 ghz,,45 w,amd athlon ii x4,k10,propus,am3,none,,no,boxed,yes,4 x 64 kb instruction 4 x 64 kb data,4 x 512 kb,none,45 nm,no,,(0 Ratings),
amd,fx-8100,fd8100wmw8kgu,8,2.8 ghz,,95 w,amd fx,bulldozer,zambezi,am3+,none,,no,oem/tray,no,8 x 16 kb instruction 4 x 64 kb data,8 x 1 mb,1 x 8 mb,32 nm,no,,(0 Ratings),
intel,xeon e5-2685 v3,cm8064401684201,12,2.6 ghz,3.3 ghz,120 w,intel xeon e5,haswell,haswell-ep,lga2011-3,none,,yes,oem/tray,no,12 x 32 kb instruction 12 x 32 kb data,12 x 256 kb,1 x 30 mb,22 nm,yes: hyper-threading,$2399.00,(0 Ratings),
amd,athlon ii x4 631,ad631xwngxbox,4,2.6 ghz,,100 w,amd athlon ii x4,k10,llano,fm1,none,,no,boxed,yes,4 x 64 kb instruction 4 x 64 kb data,1 x 2 mb,none,32 nm,no,,(0 Ratings),
amd,athlon ii x4 651k,ad651kwngxbox,4,3 ghz,,100 w,amd athlon ii x4,k10,llano,fm1,none,,no,boxed,yes,4 x 64 kb instruction 4 x 64 kb data,4 x 1 mb,none,32 nm,no,,(0 Ratings),
intel,core 2 quad q9300,bx80580q9300,4,2.5 ghz,,95 w,intel core 2 quad,core,yorkfield,lga775,none,,no,boxed,yes,4 x 32 kb instruction 4 x 32 kb data,2 x 3 mb,none,45 nm,no,$177.00,(0 Ratings),
intel,core 2 quad q8300,at80580pj0604ml,4,2.5 ghz,,95 w,intel core 2 quad,core,yorkfield,lga775,none,,no,oem/tray,no,4 x 32 kb instruction 4 x 32 kb data,2 x 2 mb,none,45 nm,no,,(0 Ratings),
intel,core 2 quad q8200s,at80580aj0534mn,4,2.33 ghz,,65 w,intel core 2 quad,core,yorkfield,lga775,none,,no,oem/tray,no,4 x 32 kb instruction 4 x 32 kb data,2 x 2 mb,none,45 nm,no,,(0 Ratings),
intel,core 2 duo e6320,bx80557e6320,2,1.86 ghz,,65 w,intel core 2 duo,core,conroe,lga775,none,,no,boxed,yes,2 x 32 kb instruction 2 x 32 kb data,1 x 4 mb,none,65 nm,no,$198.95,(0 Ratings),
amd,athlon ii x2 245,adx245ock23gm,2,2.9 ghz,,65 w,amd athlon ii x2,k10,regor,am3,none,,no,oem/tray,no,2 x 64 kb instruction 2 x 64 kb data,2 x 1 mb,none,45 nm,no,,(0 Ratings),
amd,sempron 130,sdx130hbk12gm,1,2.6 ghz,,45 w,amd sempron,k10,sargas,am3,none,,no,oem/tray,no,1 x 64 kb instruction 1 x 64 kb data,1 x 512 kb,none,45 nm,no,,(0 Ratings),
intel,core i3-4350,bx80646i34350,2,3.6 ghz,,54 w,intel core i3,haswell refresh,haswell refresh,lga1150,intel hd graphics 4600,,yes,boxed,yes,2 x 32 kb instruction 2 x 32 kb data,2 x 256 kb,1 x 4 mb,22 nm,yes: hyper-threading,,"(1 Rating, 5.0 Average)",
intel,celeron g1850,bx80646g1850,2,2.9 ghz,,53 w,intel celeron,haswell refresh,haswell refresh,lga1150,intel hd graphics,,no,boxed,yes,2 x 32 kb instruction 2 x 32 kb data,2 x 256 kb,1 x 2 mb,22 nm,no,,(0 Ratings),
amd,athlon ii x2 265,adx265ocgmbox,2,3.2 ghz,,65 w,amd athlon ii x2,k10,regor,am3,none,,no,boxed,yes,2 x 64 kb instruction 2 x 64 kb data,2 x 1 mb,none,45 nm,no,,(0 Ratings),
intel,celeron e3500,bx80571e3500,2,2.7 ghz,,65 w,intel celeron,core,wolfdale,lga775,none,,no,boxed,yes,2 x 32 kb instruction 2 x 32 kb data,1 x 1 mb,none,45 nm,no,,(0 Ratings),
intel,xeon e3-1280,bx80623e31280,4,3.5 ghz,,95 w,intel xeon e3,sandy bridge,sandy bridge,lga1155,none,,yes,boxed,yes,4 x 32 kb instruction 4 x 32 kb data,4 x 256 kb,1 x 8 mb,32 nm,yes: hyper-threading,,(0 Ratings),
intel,xeon e3-1270,bx80637e31270v2,4,3.4 ghz,,80 w,intel xeon e3,sandy bridge,sandy bridge,lga1155,none,,yes,boxed,yes,4 x 32 kb instruction 4 x 32 kb data,4 x 256 kb,1 x 8 mb,32 nm,yes: hyper-threading,,(0 Ratings),
intel,pentium g3470,cm8064601482520,2,3.6 ghz,,53 w,intel pentium,haswell refresh,haswell refresh,lga1150,intel hd graphics,,no,oem/tray,no,2 x 32 kb instruction 2 x 32 kb data,2 x 256 kb,1 x 3 mb,22 nm,no,,(0 Ratings),
intel,,bx80605i7870s,4,2.667 ghz,,82 w,intel core i7,nehalem,lynnfield,lga1156,none,16 gb,no,boxed,yes,4 x 32 kb instruction 4 x 32 kb data,4 x 256 kb,1 x 8 mb,45 nm,yes: hyper-threading,,(0 Ratings),
intel,,bv80605004494ab,4,2.667 ghz,,82 w,intel core i7,nehalem,lynnfield,lga1156,none,16 gb,no,oem/tray,no,4 x 32 kb instruction 4 x 32 kb data,4 x 256 kb,1 x 8 mb,45 nm,yes: hyper-threading,,(0 Ratings),
amd,athlon ii x4 641,ad641xwngxbox,4,2.8 ghz,,100 w,amd athlon ii x4,k10,llano,fm1,none,,no,boxed,yes,4 x 64 kb instruction 4 x 64 kb data,4 x 1 mb,none,32 nm,no,,(0 Ratings),
amd,athlon ii x3 440,adx440wfk32gm,3,3 ghz,,95 w,amd athlon ii x3,k10,rana,am3,none,,no,oem/tray,no,3 x 64 kb instruction 3 x 64 kb data,3 x 512 kb,none,45 nm,no,,"(1 Rating, 5.0 Average)",
amd,phenom ii x2 545,hdx545wfk2dgi,2,3 ghz,,80 w,amd phenom ii x2,k10,callisto,am3,none,,no,oem/tray,no,2 x 64 kb instruction 2 x 64 kb data,2 x 512 kb,1 x 6 mb,45 nm,no,,"(1 Rating, 5.0 Average)","I got this thing used, out of some really old machine, from a sketchy seller on eBay. I was impressed that it even plugged in and worked. Then, after unlocking all its cores and playing around a bit, I was thoroughly impressed with the snappiness my $8 investment gave me! "
intel,pentium g3250,cm8064601482514,2,3.2 ghz,,53 w,intel pentium,haswell refresh,haswell refresh,lga1150,intel hd graphics,,no,oem/tray,no,2 x 32 kb instruction 2 x 32 kb data,2 x 256 kb,1 x 3 mb,22 nm,no,,(0 Ratings),
amd,sempron x2 250,sd250xoka23hl,2,3.2 ghz,3.6 ghz,65 w,amd sempron x2,piledriver,richland,fm2,none,,no,oem/tray,no,1 x 64 kb instruction 2 x 16 kb data,1 x 1 mb,none,32 nm,no,,(0 Ratings),
amd,phenom ii x3 720 black,hdz720wfk3dgi,3,2.8 ghz,,95 w,amd phenom ii x3,k10,heka,am3,none,,no,oem/tray,no,3 x 64 kb instruction 3 x 64 kb data,3 x 512 kb,1 x 6 mb,45 nm,no,,"(1 Rating, 5.0 Average)",
amd,athlon x4 530,ad530xjah44hm,4,2 ghz,,25 w,amd athlon x4,jaguar,kabini,am1,none,,no,oem/tray,no,4 x 32 kb instruction 4 x 32 kb data,1 x 2 mb,none,28 nm,no,,(0 Ratings),
intel,,bxc80671i76800k,6,3.4 ghz,3.6 ghz,140 w,intel core i7,broadwell,broadwell-e,lga2011-3,none,,no,boxed,no,6 x 32 kb instruction 6 x 32 kb data,6 x 256 kb,1 x 15 mb,14 nm,yes: hyper-threading,,(0 Ratings),
intel,core 2 extreme x6800,hh80557ph0774m,2,2.93 ghz,,75 w,intel core 2 extreme,core,conroe,lga775,none,,no,oem/tray,no,2 x 32 kb instruction 2 x 32 kb data,1 x 4 mb,none,65 nm,no,$499.95,(0 Ratings),
intel,core 2 extreme qx9775,bx80574qx9775a,4,3.2 ghz,,150 w,intel core 2 extreme,core,yorkfield,lga771,none,,no,boxed,yes,4 x 32 kb instruction 4 x 32 kb data,2 x 6 mb,none,45 nm,no,,(0 Ratings),
intel,core 2 extreme qx6800,hh80562xh0778m,4,2.93 ghz,,100 w,intel core 2 extreme,core,kentsfield,lga775,none,,no,oem/tray,no,4 x 32 kb instruction 4 x 32 kb data,2 x 4 mb,none,65 nm,no,,(0 Ratings),
intel,core 2 quad q9505s,at80580aj0736mg,4,2.83 ghz,,65 w,intel core 2 quad,core,yorkfield,lga775,none,,no,oem/tray,no,4 x 32 kb instruction 4 x 32 kb data,2 x 3 mb,none,45 nm,no,,(0 Ratings),
intel,core 2 quad q8400s,bx80580q8400s,4,2.66 ghz,,65 w,intel core 2 quad,core,yorkfield,lga775,none,,no,boxed,yes,4 x 32 kb instruction 4 x 32 kb data,2 x 2 mb,none,45 nm,no,,(0 Ratings),
amd,athlon ii x3 460,adx460wfgmbox,3,3.4 ghz,,95 w,amd athlon ii x3,k10,rana,am3,none,,no,boxed,yes,3 x 64 kb instruction 3 x 64 kb data,3 x 512 kb,none,45 nm,no,,(0 Ratings),
intel,core 2 duo e8500,bx80570e8500a,2,3.16 ghz,,65 w,intel core 2 duo,core,wolfdale,lga775,none,,no,boxed,yes,4 x 32 kb instruction 4 x 32 kb data,1 x 6 mb,none,45 nm,no,,(0 Ratings),
intel,core 2 duo e8200,bx80570e8200,2,2.66 ghz,,65 w,intel core 2 duo,core,wolfdale,lga775,none,,no,boxed,yes,2 x 32 kb instruction 2 x 32 kb data,1 x 6 mb,none,45 nm,no,,(0 Ratings),
intel,core 2 duo e7600,at80571ph0833ml,2,3.06 ghz,,65 w,intel core 2 duo,core,wolfdale,lga775,none,,no,oem/tray,no,2 x 32 kb instruction 2 x 32 kb data,1 x 3 mb,none,45 nm,no,$129.94,(0 Ratings),
intel,core 2 duo e6550,bx80557e6550r,2,2.33 ghz,,65 w,intel core 2 duo,core,conroe,lga775,none,,no,boxed,yes,2 x 32 kb instruction 2 x 32 kb data,1 x 4 mb,none,65 nm,no,,(0 Ratings),
intel,pentium e6500,at80571ph0772ml,2,2.93 ghz,,65 w,intel pentium,core,wolfdale,lga775,none,,no,oem/tray,no,2 x 32 kb instruction 2 x 32 kb data,1 x 2 mb,none,45 nm,no,,(0 Ratings),
intel,core 2 duo e6420,hh80557ph0464m,2,2.13 ghz,,65 w,intel core 2 duo,core,conroe,lga775,none,,no,oem/tray,no,2 x 32 kb instruction 2 x 32 kb data,1 x 4 mb,none,65 nm,no,$149.94,(0 Ratings),
intel,pentium e5400,at80571pg0682m,2,2.7 ghz,,65 w,intel pentium,core,wolfdale,lga775,none,,no,oem/tray,no,2 x 32 kb instruction 2 x 32 kb data,1 x 2 mb,none,45 nm,no,,(0 Ratings),
intel,core 2 duo e4600,hh80557pg0562m,2,2.4 ghz,,65 w,intel core 2 duo,core,conroe,lga775,none,,no,oem/tray,no,2 x 32 kb instruction 2 x 32 kb data,1 x 2 mb,none,65 nm,no,,(0 Ratings),
intel,core 2 duo e4300,hh80557pg0332m,2,1.8 ghz,,65 w,intel core 2 duo,core,conroe,lga775,none,,no,oem/tray,no,2 x 32 kb instruction 2 x 32 kb data,1 x 2 mb,none,65 nm,no,,(0 Ratings),
intel,celeron e3400,bx80571e3400,2,2.6 ghz,,65 w,intel celeron,core,wolfdale,lga775,none,,no,boxed,yes,2 x 32 kb instruction 2 x 32 kb data,1 x 1 mb,none,45 nm,no,,(0 Ratings),
intel,celeron e3200,at80571rg0561ml,2,2.4 ghz,,65 w,intel celeron,core,wolfdale,lga775,none,,no,oem/tray,no,2 x 32 kb instruction 2 x 32 kb data,1 x 1 mb,none,45 nm,no,,(0 Ratings),
intel,pentium e2220,hh80557pg0561m,2,2.4 ghz,,65 w,intel pentium,core,allendale,lga775,none,,no,oem/tray,no,2 x 32 kb instruction 2 x 32 kb data,1 x 1 mb,none,65 nm,no,,(0 Ratings),
intel,pentium e2180,hh80557pg0411m,2,2 ghz,,65 w,intel pentium,core,conroe,lga775,none,,no,oem/tray,no,2 x 32 kb instruction 2 x 32 kb data,1 x 1 mb,none,65 nm,no,,(0 Ratings),
intel,pentium e2180,80557e2180,2,2 ghz,,65 w,intel pentium,core,conroe,lga775,none,,no,oem/tray,no,2 x 32 kb instruction 2 x 32 kb data,1 x 1 mb,none,65 nm,no,,(0 Ratings),
amd,phenom ii x4 910e,hd910eocgmbox,4,2.6 ghz,,65 w,amd phenom ii x4,k10,deneb,am3,none,,no,boxed,yes,4 x 64 kb instruction 4 x 64 kb data,4 x 512 kb,1 x 6 mb,45 nm,no,,(0 Ratings),
amd,phenom ii x4 905e,hd905eocgibox,4,2.5 ghz,,65 w,amd phenom ii x4,k10,deneb,am3,none,,no,boxed,yes,4 x 64 kb instruction 4 x 64 kb data,4 x 512 kb,1 x 6 mb,45 nm,no,,(0 Ratings),
amd,athlon ii x4 610e,ad610edgmbox,4,2.4 ghz,,45 w,amd athlon ii x4,k10,propus,am3,none,,no,boxed,yes,4 x 64 kb instruction 4 x 64 kb data,4 x 512 kb,none,45 nm,no,,(0 Ratings),
amd,athlon ii x4 605e,ad605ehdgibox,4,2.3 ghz,,45 w,amd athlon ii x4,k10,propus,am3,none,,no,boxed,yes,4 x 64 kb instruction 4 x 64 kb data,4 x 512 kb,none,45 nm,no,,(0 Ratings),
amd,phenom ii x3 720,hdx720wfgibox,3,2.8 ghz,,95 w,amd phenom ii x3,k10,heka,am3,none,,no,boxed,yes,3 x 64 kb instruction 3 x 64 kb data,3 x 512 kb,1 x 6 mb,45 nm,no,,"(1 Rating, 5.0 Average)",
amd,athlon ii x4 635,adx635wfgibox,4,2.9 ghz,,95 w,amd athlon ii x4,k10,propus,am3,none,,no,boxed,yes,4 x 64 kb instruction 4 x 64 kb data,4 x 512 kb,none,45 nm,no,,(0 Ratings),
intel,,cm8067703015810,2,3.5 ghz,,35 w,intel core i3,kaby lake,kaby lake-s,lga1151,intel hd graphics 630,64 gb,no,oem/tray,no,2 x 32 kb instruction 2 x 32 kb data,2 x 256 kb,1 x 4 mb,14 nm,yes: hyper-threading,,(0 Ratings),
intel,,bx80684e2274g,4,4 ghz,4.9 ghz,83 w,intel xeon e,coffee lake refresh,coffee lake refresh,lga1151,intel hd graphics p630,128 gb,yes,boxed,no,4 x 32 kb instruction 4 x 32 kb data,4 x 256 kb,1 x 8 mb,14 nm,yes: hyper-threading,,(0 Ratings),
intel,,cm8068403654318,6,3.3 ghz,4.5 ghz,80 w,intel xeon e,coffee lake,coffee lake,lga1151,none,64 gb,yes,oem/tray,no,6 x 32 kb instruction 6 x 32 kb data,6 x 256 kb,1 x 12 mb,14 nm,yes: hyper-threading,,(0 Ratings),
intel,core 2 extreme qx6700,bx80562qx6700,4,2.66 ghz,,100 w,intel core 2 extreme,core,kentsfield,lga775,none,,no,boxed,yes,4 x 32 kb instruction 4 x 32 kb data,2 x 4 mb,none,65 nm,no,$605.64,(0 Ratings),
amd,a4-4020,ad4020okhlbox,2,3.2 ghz,3.4 ghz,65 w,amd a4,piledriver,richland,fm2,radeon hd 7480d,,no,boxed,no,1 x 64 kb instruction 2 x 16 kb data,1 x 1 mb,none,32 nm,no,,"(1 Rating, 5.0 Average)",
intel,celeron e1400,bx80557e1400,2,2 ghz,,65 w,intel celeron,core,conroe,lga775,none,,no,boxed,yes,2 x 32 kb instruction 2 x 32 kb data,1 x 512 kb,none,65 nm,no,,(0 Ratings),
intel,,cm8067702870649,4,3.7 ghz,4.1 ghz,72 w,intel xeon e3,kaby lake,kaby lake-s,lga1151,none,64 gb,yes,oem/tray,no,4 x 32 kb instruction 4 x 32 kb data,4 x 256 kb,1 x 8 mb,14 nm,yes: hyper-threading,$298.89,(0 Ratings),
amd,athlon x4 880k,ad880kxbi44jc,4,4 ghz,4.2 ghz,95 w,amd athlon x4,steamroller,godavari,fm2+,none,,no,oem/tray,no,2 x 96 kb instruction 4 x 16 kb data,2 x 2 mb,none,28 nm,no,,(0 Ratings),
amd,phenom ii x6 1100t black,hde00zfbk6dgr,6,3.3 ghz,,125 w,amd phenom ii x6,k10,thuban,am3,none,,no,oem/tray,no,6 x 64 kb instruction 6 x 64 kb data,6 x 512 kb,1 x 6 mb,45 nm,no,,(0 Ratings),
intel,,bxc80677i77700t,4,2.9 ghz,3.8 ghz,35 w,intel core i7,kaby lake,kaby lake-s,lga1151,intel hd graphics 630,64 gb,no,boxed,yes,4 x 32 kb instruction 4 x 32 kb data,4 x 256 kb,1 x 8 mb,14 nm,yes: hyper-threading,,(0 Ratings),
amd,phenom ii x4 975,hdz975fbk4dgm,4,3.6 ghz,,125 w,amd phenom ii x4,k10,deneb,am3,none,,no,oem/tray,no,4 x 64 kb instruction 4 x 64 kb data,4 x 512 kb,1 x 6 mb,45 nm,no,,(0 Ratings),
intel,xeon e3-1270 v5,cm8066201921712,4,3.6 ghz,4 ghz,80 w,intel xeon e3,skylake,skylake-h,lga1151,none,64 gb,yes,oem/tray,no,4 x 32 kb instruction 4 x 32 kb data,4 x 256 kb,1 x 8 mb,14 nm,yes: hyper-threading,,(0 Ratings),
intel,xeon e3-1275 v5,cm8066201934909,4,3.6 ghz,4 ghz,80 w,intel xeon e3,skylake,skylake-h,lga1151,intel hd graphics p530,64 gb,yes,oem/tray,no,4 x 32 kb instruction 4 x 32 kb data,4 x 256 kb,1 x 8 mb,14 nm,yes: hyper-threading,,(0 Ratings),
amd,athlon x2 370k,ad370koka23hl,2,4.2 ghz,,65 w,amd athlon x2,piledriver,richland,fm2,none,,no,oem/tray,no,1 x 64 kb instruction 2 x 16 kb data,1 x 1 mb,none,32 nm,no,,(0 Ratings),
amd,athlon ii x4 651,ad651xwnz43gx,4,3 ghz,,100 w,amd athlon ii x4,k10,llano,fm1,none,,no,oem/tray,no,4 x 64 kb instruction 4 x 64 kb data,4 x 1 mb,none,32 nm,no,,(0 Ratings),
intel,,cm8068403654319,4,3.5 ghz,4.5 ghz,71 w,intel xeon e,coffee lake,coffee lake,lga1151,none,64 gb,yes,oem/tray,no,4 x 32 kb instruction 4 x 32 kb data,4 x 256 kb,1 x 8 mb,14 nm,yes: hyper-threading,,(0 Ratings),
intel,,cm8068404174603,6,3.4 ghz,4.8 ghz,80 w,intel xeon e,coffee lake refresh,coffee lake refresh,lga1151,none,128 gb,yes,oem/tray,no,6 x 32 kb instruction 6 x 32 kb data,6 x 256 kb,1 x 12 mb,14 nm,yes: hyper-threading,,(0 Ratings),
amd,,ad970xaum44ab,4,3.8 ghz,4 ghz,65 w,amd athlon x4,excavator,bristol ridge,am4,none,,no,oem/tray,no,2 x 96 kb instruction 4 x 32 kb data,2 x 1 mb,none,28 nm,no,,(0 Ratings),
amd,a4-4020,ad4020oka23hl,2,3.2 ghz,3.4 ghz,65 w,amd a4,piledriver,richland,fm2,radeon hd 7480d,,no,oem/tray,no,1 x 64 kb instruction 2 x 16 kb data,1 x 1 mb,none,32 nm,no,,(0 Ratings),
